address_line1,address_line2,price,sold_status_date,property_url,property_id
161 Lord Street,NEWTOWN NSW 2042,Price Withheld,Sold by private treaty 22 Jun 2023,https://www.domain.com.au/161-lord-street-newtown-nsw-2042-2018148279,0
